Year,County,Surgery,# of Cases (ICD 10)
2020,San Bernardino,Liver,32
2020,San Bernardino,Esophagus,9
2020,San Bernardino,Colon,45
2020,San Bernardino,Breast,191
2020,San Bernardino,Brain,55
2020,San Bernardino,Bladder,27
2020,San Bernardino,Pancreas,2
2020,San Bernardino,Stomach,1
2020,San Bernardino,Rectum,11
2020,San Bernardino,Prostate,17
2020,San Bernardino,Lung,2
2020,San Bernardino,Colon,24
2020,San Bernardino,Breast,110
2020,San Bernardino,Brain,14
2020,San Bernardino,Bladder,2
2020,San Bernardino,Rectum,16
2020,San Bernardino,Prostate,33
2020,San Bernardino,Pancreas,2
2020,San Bernardino,Liver,4
2020,San Bernardino,Colon,40
2020,San Bernardino,Breast,209
2020,San Bernardino,Stomach,4
2020,San Bernardino,Brain,7
2020,San Bernardino,Lung,13
2020,San Bernardino,Rectum,4
2020,San Bernardino,Liver,1
2020,San Bernardino,Colon,3
2020,San Bernardino,Breast,15
2020,San Bernardino,Stomach,3
2020,San Bernardino,Prostate,77
2020,San Bernardino,Lung,6
2020,San Bernardino,Liver,1
2020,San Bernardino,Esophagus,1
2020,San Bernardino,Colon,19
2020,San Bernardino,Breast,75
2020,San Bernardino,Brain,5
2020,San Bernardino,Rectum,9
2020,San Bernardino,Bladder,9
2020,San Bernardino,Stomach,1
2020,San Bernardino,Rectum,7
2020,San Bernardino,Prostate,12
2020,San Bernardino,Liver,3
2020,San Bernardino,Colon,19
2020,San Bernardino,Breast,43
2020,San Bernardino,Rectum,3
2020,San Bernardino,Liver,1
2020,San Bernardino,Colon,4
2020,San Bernardino,Breast,30
2020,San Bernardino,Bladder,1
2020,San Bernardino,Colon,2
2020,San Bernardino,Rectum,6
2020,San Bernardino,Prostate,4
2020,San Bernardino,Liver,1
2020,San Bernardino,Colon,15
2020,San Bernardino,Breast,10
2020,San Bernardino,Rectum,10
2020,San Bernardino,Prostate,11
2020,San Bernardino,Pancreas,1
2020,San Bernardino,Liver,1
2020,San Bernardino,Colon,14
2020,San Bernardino,Breast,56
2020,San Bernardino,Brain,24
2020,San Bernardino,Bladder,1
2020,San Bernardino,Colon,2
2020,San Bernardino,Breast,1
2020,San Diego,Stomach,1
2020,San Diego,Rectum,2
2020,San Diego,Lung,1
2020,San Diego,Colon,10
2020,San Diego,Breast,2
2020,San Diego,Brain,2
2020,San Diego,Liver,1
2020,San Diego,Colon,5
2020,San Diego,Breast,16
2020,San Diego,Stomach,5
2020,San Diego,Prostate,94
2020,San Diego,Pancreas,12
2020,San Diego,Lung,27
2020,San Diego,Esophagus,2
2020,San Diego,Colon,91
2020,San Diego,Breast,408
2020,San Diego,Liver,17
2020,San Diego,Brain,23
2020,San Diego,Bladder,5
2020,San Diego,Rectum,43
2020,San Diego,Stomach,7
2020,San Diego,Rectum,13
2020,San Diego,Prostate,5
2020,San Diego,Pancreas,7
2020,San Diego,Lung,22
2020,San Diego,Esophagus,3
2020,San Diego,Colon,40
2020,San Diego,Breast,103
2020,San Diego,Brain,19
2020,San Diego,Bladder,2
2020,San Diego,Stomach,8
2020,San Diego,Rectum,33
2020,San Diego,Prostate,10
2020,San Diego,Pancreas,6
2020,San Diego,Lung,57
2020,San Diego,Liver,6
2020,San Diego,Esophagus,5
2020,San Diego,Colon,104
2020,San Diego,Breast,592
2020,San Diego,Brain,30
2020,San Diego,Bladder,6
2020,San Diego,Liver,8
2020,San Diego,Rectum,27
2020,San Diego,Stomach,2
2020,San Diego,Prostate,94
2020,San Diego,Pancreas,12
2020,San Diego,Lung,19
2020,San Diego,Esophagus,2
2020,San Diego,Colon,71
2020,San Diego,Breast,96
2020,San Diego,Brain,16
2020,San Diego,Bladder,22
2020,San Diego,Stomach,3
2020,San Diego,Rectum,12
2020,San Diego,Prostate,10
2020,San Diego,Lung,9
2020,San Diego,Colon,36
2020,San Diego,Breast,79
2020,San Diego,Brain,16
2020,San Diego,Bladder,4
2020,San Diego,Colon,2
2020,San Diego,Breast,1
2020,San Diego,Stomach,5
2020,San Diego,Rectum,22
2020,San Diego,Prostate,3
2020,San Diego,Pancreas,1
2020,San Diego,Lung,18
2020,San Diego,Colon,39
2020,San Diego,Breast,426
2020,San Diego,Brain,26
2020,San Diego,Bladder,1
2020,San Diego,Stomach,1
2020,San Diego,Rectum,2
2020,San Diego,Prostate,9
2020,San Diego,Liver,1
2020,San Diego,Esophagus,1
2020,San Diego,Colon,24
2020,San Diego,Breast,58
2020,San Diego,Brain,4
2020,San Diego,Bladder,1
2020,San Diego,Lung,4
2020,San Diego,Stomach,21
2020,San Diego,Rectum,83
2020,San Diego,Pancreas,42
2020,San Diego,Lung,76
2020,San Diego,Liver,69
2020,San Diego,Esophagus,25
2020,San Diego,Colon,98
2020,San Diego,Breast,386
2020,San Diego,Brain,63
2020,San Diego,Bladder,33
2020,San Diego,Prostate,69
2020,San Diego,Stomach,3
2020,San Diego,Rectum,18
2020,San Diego,Prostate,2
2020,San Diego,Pancreas,2
2020,San Diego,Lung,3
2020,San Diego,Liver,1
2020,San Diego,Esophagus,3
2020,San Diego,Colon,40
2020,San Diego,Breast,156
2020,San Diego,Brain,9
2020,San Diego,Stomach,2
2020,San Diego,Rectum,6
2020,San Diego,Colon,13
2020,San Diego,Breast,67
2020,San Diego,Stomach,1
2020,San Diego,Rectum,20
2020,San Diego,Prostate,33
2020,San Diego,Pancreas,14
2020,San Diego,Liver,16
2020,San Diego,Esophagus,9
2020,San Diego,Colon,46
2020,San Diego,Breast,188
2020,San Diego,Brain,17
2020,San Diego,Bladder,8
2020,San Diego,Stomach,1
2020,San Diego,Rectum,2
2020,San Diego,Prostate,21
2020,San Diego,Pancreas,1
2020,San Diego,Lung,25
2020,San Diego,Liver,1
2020,San Diego,Colon,29
2020,San Diego,Breast,45
2020,San Diego,Brain,5
2020,San Francisco,Prostate,60
2020,San Francisco,Stomach,1
2020,San Francisco,Rectum,47
2020,San Francisco,Pancreas,19
2020,San Francisco,Liver,30
2020,San Francisco,Colon,34
2020,San Francisco,Breast,164
2020,San Francisco,Bladder,2
2020,San Francisco,Stomach,1
2020,San Francisco,Rectum,1
2020,San Francisco,Colon,2
2020,San Francisco,Breast,318
2020,San Francisco,Brain,13
2020,San Francisco,Bladder,1
2020,San Francisco,Prostate,1
2020,San Francisco,Stomach,4
2020,San Francisco,Rectum,9
2020,San Francisco,Liver,1
2020,San Francisco,Colon,14
2020,San Francisco,Breast,46
2020,San Francisco,Brain,8
2020,San Francisco,Bladder,1
2020,San Francisco,Rectum,2
2020,San Francisco,Colon,3
2020,San Francisco,Rectum,1
2020,San Francisco,Stomach,4
2020,San Francisco,Lung,6
2020,San Francisco,Colon,13
2020,San Francisco,Breast,59
2020,San Francisco,Rectum,98
2020,San Francisco,Prostate,105
2020,San Francisco,Pancreas,53
2020,San Francisco,Liver,100
2020,San Francisco,Esophagus,21
2020,San Francisco,Colon,92
2020,San Francisco,Breast,494
2020,San Francisco,Brain,295
2020,San Francisco,Bladder,58
2020,San Francisco,Lung,110
2020,San Francisco,Stomach,32
2020,San Francisco,Stomach,3
2020,San Francisco,Rectum,5
2020,San Francisco,Prostate,1
2020,San Francisco,Pancreas,1
2020,San Francisco,Esophagus,1
2020,San Francisco,Colon,14
2020,San Francisco,Breast,3
2020,San Francisco,Bladder,1
2020,San Francisco,Rectum,1
2020,San Francisco,Prostate,1
2020,San Francisco,Lung,1
2020,San Francisco,Colon,4
2020,San Francisco,Breast,6
2020,San Francisco,Bladder,1
2020,San Joaquin,Stomach,2
2020,San Joaquin,Prostate,1
2020,San Joaquin,Colon,1
2020,San Joaquin,Breast,2
2020,San Joaquin,Rectum,5
2020,San Joaquin,Prostate,5
2020,San Joaquin,Pancreas,1
2020,San Joaquin,Colon,20
2020,San Joaquin,Breast,34
2020,San Joaquin,Colon,16
2020,San Joaquin,Stomach,6
2020,San Joaquin,Rectum,10
2020,San Joaquin,Pancreas,5
2020,San Joaquin,Lung,1
2020,San Joaquin,Liver,2
2020,San Joaquin,Esophagus,1
2020,San Joaquin,Breast,14
2020,San Joaquin,Brain,9
2020,San Joaquin,Bladder,1
2020,San Joaquin,Stomach,2
2020,San Joaquin,Rectum,16
2020,San Joaquin,Prostate,4
2020,San Joaquin,Pancreas,2
2020,San Joaquin,Lung,27
2020,San Joaquin,Liver,6
2020,San Joaquin,Esophagus,3
2020,San Joaquin,Colon,39
2020,San Joaquin,Breast,114
2020,San Joaquin,Stomach,2
2020,San Joaquin,Colon,7
2020,San Joaquin,Breast,21
2020,San Joaquin,Rectum,2
2020,San Joaquin,Prostate,1
2020,San Joaquin,Colon,8
2020,San Joaquin,Breast,25
2020,San Joaquin,Rectum,34
2020,San Joaquin,Prostate,2
2020,San Joaquin,Pancreas,1
2020,San Joaquin,Colon,54
2020,San Joaquin,Breast,238
2020,San Joaquin,Bladder,1
2020,San Luis Obispo,Rectum,4
2020,San Luis Obispo,Lung,6
2020,San Luis Obispo,Esophagus,2
2020,San Luis Obispo,Colon,14
2020,San Luis Obispo,Breast,12
2020,San Luis Obispo,Rectum,6
2020,San Luis Obispo,Prostate,8
2020,San Luis Obispo,Pancreas,1
2020,San Luis Obispo,Lung,1
2020,San Luis Obispo,Esophagus,1
2020,San Luis Obispo,Colon,15
2020,San Luis Obispo,Breast,10
2020,San Luis Obispo,Stomach,3
2020,San Luis Obispo,Rectum,5
2020,San Luis Obispo,Prostate,10
2020,San Luis Obispo,Pancreas,1
2020,San Luis Obispo,Lung,7
2020,San Luis Obispo,Esophagus,3
2020,San Luis Obispo,Colon,15
2020,San Luis Obispo,Breast,8
2020,San Luis Obispo,Brain,27
2020,San Luis Obispo,Stomach,1
2020,San Luis Obispo,Rectum,4
2020,San Luis Obispo,Prostate,7
2020,San Luis Obispo,Liver,1
2020,San Luis Obispo,Colon,5
2020,San Luis Obispo,Breast,29
2020,San Mateo,Rectum,2
2020,San Mateo,Prostate,1
2020,San Mateo,Colon,7
2020,San Mateo,Breast,25
2020,San Mateo,Stomach,44
2020,San Mateo,Rectum,8
2020,San Mateo,Esophagus,2
2020,San Mateo,Colon,23
2020,San Mateo,Breast,106
2020,San Mateo,Stomach,2
2020,San Mateo,Rectum,1
2020,San Mateo,Pancreas,3
2020,San Mateo,Liver,1
2020,San Mateo,Colon,7
2020,San Mateo,Breast,15
2020,San Mateo,Brain,2
2020,San Mateo,Lung,1
2020,San Mateo,Stomach,3
2020,San Mateo,Rectum,18
2020,San Mateo,Prostate,19
2020,San Mateo,Pancreas,11
2020,San Mateo,Lung,18
2020,San Mateo,Liver,3
2020,San Mateo,Esophagus,3
2020,San Mateo,Colon,34
2020,San Mateo,Breast,199
2020,San Mateo,Brain,1
2020,San Mateo,Stomach,1
2020,San Mateo,Prostate,11
2020,San Mateo,Colon,11
2020,San Mateo,Breast,10
2020,San Mateo,Brain,3
2020,San Mateo,Breast,185
2020,San Mateo,Rectum,1
2020,San Mateo,Prostate,3
2020,San Mateo,Colon,11
2020,San Mateo,Breast,95
2020,San Mateo,Brain,154
2020,San Mateo,Bladder,14
2020,Santa Barbara,Breast,48
2020,Santa Barbara,Rectum,1
2020,Santa Barbara,Colon,9
2020,Santa Barbara,Breast,10
2020,Santa Barbara,Stomach,1
2020,Santa Barbara,Rectum,8
2020,Santa Barbara,Prostate,8
2020,Santa Barbara,Lung,6
2020,Santa Barbara,Colon,19
2020,Santa Barbara,Breast,149
2020,Santa Barbara,Brain,12
2020,Santa Barbara,Bladder,1
2020,Santa Barbara,Stomach,4
2020,Santa Barbara,Rectum,27
2020,Santa Barbara,Prostate,32
2020,Santa Barbara,Pancreas,18
2020,Santa Barbara,Lung,22
2020,Santa Barbara,Liver,15
2020,Santa Barbara,Esophagus,10
2020,Santa Barbara,Colon,42
2020,Santa Barbara,Breast,36
2020,Santa Barbara,Brain,25
2020,Santa Barbara,Bladder,4
2020,Santa Clara,Brain,2
2020,Santa Clara,Stomach,8
2020,Santa Clara,Rectum,8
2020,Santa Clara,Prostate,1
2020,Santa Clara,Lung,4
2020,Santa Clara,Liver,1
2020,Santa Clara,Colon,32
2020,Santa Clara,Breast,11
2020,Santa Clara,Stomach,5
2020,Santa Clara,Rectum,18
2020,Santa Clara,Prostate,119
2020,Santa Clara,Pancreas,8
2020,Santa Clara,Lung,34
2020,Santa Clara,Liver,1
2020,Santa Clara,Esophagus,2
2020,Santa Clara,Colon,58
2020,Santa Clara,Breast,197
2020,Santa Clara,Brain,4
2020,Santa Clara,Bladder,15
2020,Santa Clara,Stomach,2
2020,Santa Clara,Rectum,15
2020,Santa Clara,Prostate,1
2020,Santa Clara,Pancreas,5
2020,Santa Clara,Lung,21
2020,Santa Clara,Liver,8
2020,Santa Clara,Colon,48
2020,Santa Clara,Breast,125
2020,Santa Clara,Brain,13
2020,Santa Clara,Stomach,5
2020,Santa Clara,Rectum,7
2020,Santa Clara,Pancreas,3
2020,Santa Clara,Lung,7
2020,Santa Clara,Liver,1
2020,Santa Clara,Colon,12
2020,Santa Clara,Breast,16
2020,Santa Clara,Brain,10
2020,Santa Clara,Bladder,1
2020,Santa Clara,Stomach,7
2020,Santa Clara,Rectum,14
2020,Santa Clara,Prostate,19
2020,Santa Clara,Lung,9
2020,Santa Clara,Liver,9
2020,Santa Clara,Esophagus,5
2020,Santa Clara,Colon,34
2020,Santa Clara,Breast,123
2020,Santa Clara,Brain,15
2020,Santa Clara,Bladder,3
2020,Santa Clara,Pancreas,6
2020,Santa Clara,Stomach,40
2020,Santa Clara,Rectum,80
2020,Santa Clara,Pancreas,82
2020,Santa Clara,Lung,124
2020,Santa Clara,Liver,130
2020,Santa Clara,Esophagus,45
2020,Santa Clara,Colon,113
2020,Santa Clara,Breast,451
2020,Santa Clara,Brain,136
2020,Santa Clara,Bladder,65
2020,Santa Clara,Prostate,128
2020,Santa Clara,Rectum,34
2020,Santa Clara,Prostate,1
2020,Santa Clara,Pancreas,21
2020,Santa Clara,Lung,1
2020,Santa Clara,Liver,8
2020,Santa Clara,Colon,42
2020,Santa Clara,Breast,170
2020,Santa Clara,Bladder,1
2020,Santa Clara,Stomach,1
2020,Santa Clara,Rectum,4
2020,Santa Clara,Lung,1
2020,Santa Clara,Colon,6
2020,Santa Clara,Breast,14
2020,Santa Clara,Stomach,1
2020,Santa Clara,Rectum,3
2020,Santa Clara,Prostate,49
2020,Santa Clara,Lung,75
2020,Santa Clara,Esophagus,15
2020,Santa Clara,Colon,49
2020,Santa Clara,Breast,307
2020,Santa Clara,Bladder,4
2020,Santa Cruz,Stomach,4
2020,Santa Cruz,Rectum,5
2020,Santa Cruz,Prostate,1
2020,Santa Cruz,Pancreas,1
2020,Santa Cruz,Lung,21
2020,Santa Cruz,Liver,1
2020,Santa Cruz,Colon,21
2020,Santa Cruz,Breast,24
2020,Santa Cruz,Brain,9
2020,Santa Cruz,Stomach,1
2020,Santa Cruz,Prostate,3
2020,Santa Cruz,Colon,7
2020,Santa Cruz,Breast,22
2020,Shasta,Breast,1
2020,Shasta,Prostate,4
2020,Shasta,Pancreas,2
2020,Shasta,Lung,22
2020,Shasta,Liver,1
2020,Shasta,Esophagus,1
2020,Shasta,Colon,24
2020,Shasta,Rectum,3
2020,Shasta,Rectum,9
2020,Shasta,Prostate,11
2020,Shasta,Pancreas,1
2020,Shasta,Lung,7
2020,Shasta,Colon,19
2020,Shasta,Breast,103
2020,Shasta,Brain,18
2020,Shasta,Bladder,1
2020,Shasta,Breast,62
2020,Siskiyou,Colon,3
2020,Siskiyou,Breast,10
2020,Siskiyou,Colon,2
2020,Siskiyou,Breast,11
2020,Solano,Rectum,32
2020,Solano,Prostate,3
2020,Solano,Lung,1
2020,Solano,Liver,1
2020,Solano,Colon,52
2020,Solano,Breast,241
2020,Solano,Bladder,4
2020,Solano,Rectum,3
2020,Solano,Colon,13
2020,Solano,Breast,45
2020,Solano,Bladder,1
2020,Solano,Prostate,3
2020,Solano,Stomach,2
2020,Solano,Rectum,1
2020,Solano,Prostate,9
2020,Solano,Lung,6
2020,Solano,Liver,1
2020,Solano,Esophagus,2
2020,Solano,Colon,13
2020,Solano,Breast,50
2020,Solano,Brain,6
2020,Solano,Rectum,3
2020,Solano,Colon,15
2020,Solano,Brain,18
2020,Solano,Bladder,1
2020,Sonoma,Colon,1
2020,Sonoma,Stomach,1
2020,Sonoma,Prostate,3
2020,Sonoma,Pancreas,1
2020,Sonoma,Lung,3
2020,Sonoma,Rectum,8
2020,Sonoma,Liver,1
2020,Sonoma,Colon,18
2020,Sonoma,Breast,128
2020,Sonoma,Brain,18
2020,Sonoma,Bladder,1
2020,Sonoma,Colon,1
2020,Sonoma,Breast,7
2020,Sonoma,Rectum,1
2020,Sonoma,Pancreas,1
2020,Sonoma,Liver,1
2020,Sonoma,Colon,38
2020,Sonoma,Breast,198
2020,Sonoma,Stomach,1
2020,Sonoma,Rectum,6
2020,Sonoma,Lung,4
2020,Sonoma,Colon,21
2020,Sonoma,Breast,77
2020,Sonoma,Bladder,1
2020,Stanislaus,Stomach,5
2020,Stanislaus,Rectum,24
2020,Stanislaus,Prostate,8
2020,Stanislaus,Pancreas,9
2020,Stanislaus,Lung,11
2020,Stanislaus,Liver,3
2020,Stanislaus,Esophagus,3
2020,Stanislaus,Colon,28
2020,Stanislaus,Breast,170
2020,Stanislaus,Brain,25
2020,Stanislaus,Bladder,1
2020,Stanislaus,Stomach,2
2020,Stanislaus,Rectum,11
2020,Stanislaus,Colon,25
2020,Stanislaus,Breast,31
2020,Stanislaus,Bladder,1
2020,Stanislaus,Stomach,4
2020,Stanislaus,Rectum,19
2020,Stanislaus,Prostate,1
2020,Stanislaus,Pancreas,8
2020,Stanislaus,Lung,8
2020,Stanislaus,Liver,2
2020,Stanislaus,Esophagus,2
2020,Stanislaus,Colon,34
2020,Stanislaus,Breast,112
2020,Stanislaus,Brain,13
2020,Stanislaus,Bladder,1
2020,Stanislaus,Rectum,1
2020,Stanislaus,Breast,1
2020,Sutter,Rectum,1
2020,Sutter,Colon,4
2020,Sutter,Breast,79
2020,Tehama,Colon,10
2020,Tehama,Breast,7
2020,Tulare,Stomach,5
2020,Tulare,Rectum,18
2020,Tulare,Prostate,39
2020,Tulare,Pancreas,1
2020,Tulare,Lung,3
2020,Tulare,Liver,1
2020,Tulare,Esophagus,1
2020,Tulare,Colon,27
2020,Tulare,Breast,150
2020,Tulare,Brain,10
2020,Tulare,Bladder,11
2020,Tulare,Stomach,1
2020,Tulare,Rectum,2
2020,Tulare,Prostate,1
2020,Tulare,Liver,1
2020,Tulare,Colon,6
2020,Tulare,Breast,32
2020,Tulare,Colon,2
2020,Tulare,Breast,2
2020,Tuolumne,Prostate,3
2020,Tuolumne,Lung,1
2020,Tuolumne,Liver,1
2020,Tuolumne,Colon,11
2020,Tuolumne,Breast,51
2020,Tuolumne,Bladder,1
2020,Ventura,Stomach,3
2020,Ventura,Rectum,10
2020,Ventura,Prostate,11
2020,Ventura,Pancreas,1
2020,Ventura,Lung,19
2020,Ventura,Liver,1
2020,Ventura,Colon,36
2020,Ventura,Breast,151
2020,Ventura,Brain,4
2020,Ventura,Prostate,9
2020,Ventura,Pancreas,3
2020,Ventura,Lung,3
2020,Ventura,Colon,26
2020,Ventura,Breast,60
2020,Ventura,Brain,13
2020,Ventura,Rectum,12
2020,Ventura,Bladder,1
2020,Ventura,Liver,1
2020,Ventura,Stomach,1
2020,Ventura,Rectum,16
2020,Ventura,Prostate,54
2020,Ventura,Pancreas,2
2020,Ventura,Lung,14
2020,Ventura,Liver,4
2020,Ventura,Esophagus,1
2020,Ventura,Colon,35
2020,Ventura,Breast,120
2020,Ventura,Brain,16
2020,Ventura,Breast,5
2020,Ventura,Stomach,1
2020,Ventura,Rectum,1
2020,Ventura,Pancreas,1
2020,Ventura,Liver,1
2020,Ventura,Colon,13
2020,Ventura,Breast,35
2020,Ventura,Rectum,6
2020,Ventura,Lung,4
2020,Ventura,Liver,1
2020,Ventura,Colon,13
2020,Ventura,Breast,9
2020,Ventura,Brain,1
2020,Ventura,Stomach,2
2020,Ventura,Rectum,4
2020,Ventura,Prostate,6
2020,Ventura,Lung,13
2020,Ventura,Colon,15
2020,Ventura,Breast,63
2020,Ventura,Brain,3
2020,Yolo,Rectum,6
2020,Yolo,Prostate,2
2020,Yolo,Colon,14
2020,Yolo,Breast,35
2020,Yolo,Rectum,1
2020,Yolo,Colon,2
2020,Yolo,Breast,19
2020,Yuba,Stomach,1
2020,Yuba,Rectum,6
2020,Yuba,Prostate,5
2020,Yuba,Lung,8
2020,Yuba,Colon,20
2020,Yuba,Breast,25
2021,,Bladder,965
2021,,Brain,3413
2021,,Breast,30675
2021,,Colon,7440
2021,,Esophagus,451
2021,,Liver,1504
2021,,Lung,3119
2021,,Pancreas,1072
2021,,Prostate,3268
2021,,Rectum,3338
2021,,Stomach,998
2021,Alameda,Liver,1
2021,Alameda,Bladder,1
2021,Alameda,Rectum,1
2021,Alameda,Colon,3
2021,Alameda,Stomach,2
2021,Alameda,Prostate,3
2021,Alameda,Brain,11
2021,Alameda,Pancreas,2
2021,Alameda,Liver,1
2021,Alameda,Breast,73
2021,Alameda,Rectum,10
2021,Alameda,Colon,8
2021,Alameda,Breast,57
2021,Alameda,Liver,5
2021,Alameda,Bladder,4
2021,Alameda,Stomach,1
2021,Alameda,Colon,14
2021,Alameda,Lung,2
2021,Alameda,Rectum,4
2021,Alameda,Prostate,16
2021,Alameda,Brain,8
2021,Alameda,Pancreas,3
2021,Alameda,Stomach,5
2021,Alameda,Liver,8
2021,Alameda,Rectum,27
2021,Alameda,Prostate,17
2021,Alameda,Esophagus,6
2021,Alameda,Breast,369
2021,Alameda,Colon,48
2021,Alameda,Lung,24
2021,Alameda,Colon,4
2021,Alameda,Rectum,3
2021,Alameda,Prostate,1
2021,Alameda,Stomach,2
2021,Alameda,Liver,1
2021,Alameda,Lung,7
2021,Alameda,Rectum,2
2021,Alameda,Brain,6
2021,Alameda,Breast,11
2021,Alameda,Colon,25
2021,Alameda,Bladder,2
2021,Alameda,Stomach,3
2021,Alameda,Colon,21
2021,Alameda,Stomach,1
2021,Alameda,Lung,15
2021,Alameda,Prostate,10
2021,Alameda,Breast,103
2021,Alameda,Rectum,2
2021,Alameda,Rectum,1
2021,Alameda,Prostate,1
2021,Alameda,Breast,252
2021,Alameda,Liver,1
2021,Alameda,Colon,23
2021,Alameda,Brain,22
2021,Alameda,Prostate,2
2021,Alameda,Rectum,4
2021,Alameda,Lung,2
2021,Alameda,Stomach,2
2021,Alameda,Breast,76
2021,Alameda,Colon,13
2021,Alameda,Pancreas,41
2021,Alameda,Esophagus,36
2021,Alameda,Lung,194
2021,Alameda,Bladder,14
2021,Alameda,Breast,401
2021,Alameda,Stomach,5
2021,Alameda,Rectum,28
2021,Alameda,Prostate,19
2021,Alameda,Colon,79
2021,Alameda,Liver,33
2021,Alameda,Liver,2
2021,Alameda,Bladder,1
2021,Alameda,Colon,40
2021,Alameda,Breast,79
2021,Alameda,Prostate,2
2021,Alameda,Rectum,25
2021,Amador,Stomach,2
2021,Amador,Colon,5
2021,Amador,Rectum,1
2021,Amador,Breast,8
2021,Butte,Colon,17
2021,Butte,Prostate,28
2021,Butte,Breast,40
2021,Butte,Bladder,2
2021,Butte,Liver,1
2021,Butte,Rectum,8
2021,Butte,Colon,24
2021,Butte,Rectum,6
2021,Butte,Lung,8
2021,Butte,Stomach,4
2021,Butte,Prostate,7
2021,Butte,Liver,5
2021,Butte,Brain,8
2021,Butte,Breast,195
2021,Butte,Pancreas,8
2021,Calaveras,Colon,5
2021,Calaveras,Breast,7
2021,Contra Costa,Rectum,1
2021,Contra Costa,Colon,12
2021,Contra Costa,Prostate,1
2021,Contra Costa,Breast,64
2021,Contra Costa,Lung,1
2021,Contra Costa,Breast,10
2021,Contra Costa,Liver,1
2021,Contra Costa,Prostate,2
2021,Contra Costa,Colon,7
2021,Contra Costa,Rectum,2
2021,Contra Costa,Colon,50
2021,Contra Costa,Lung,32
2021,Contra Costa,Liver,9
2021,Contra Costa,Breast,218
2021,Contra Costa,Stomach,8
2021,Contra Costa,Pancreas,2
2021,Contra Costa,Rectum,8
2021,Contra Costa,Prostate,1
2021,Contra Costa,Bladder,1
2021,Contra Costa,Brain,50
2021,Contra Costa,Colon,48
2021,Contra Costa,Rectum,6
2021,Contra Costa,Breast,510
2021,Contra Costa,Bladder,12
2021,Contra Costa,Stomach,3
2021,Contra Costa,Rectum,30
2021,Contra Costa,Pancreas,6
2021,Contra Costa,Breast,6
2021,Contra Costa,Esophagus,10
2021,Contra Costa,Colon,52
2021,Contra Costa,Prostate,15
2021,Contra Costa,Stomach,5
2021,Contra Costa,Bladder,5
2021,Contra Costa,Lung,37
2021,Contra Costa,Lung,3
2021,Contra Costa,Prostate,2
2021,Contra Costa,Stomach,1
2021,Contra Costa,Rectum,5
2021,Contra Costa,Esophagus,2
2021,Contra Costa,Breast,75
2021,Contra Costa,Colon,16
2021,Contra Costa,Colon,48
2021,Contra Costa,Bladder,2
2021,Contra Costa,Breast,132
2021,Contra Costa,Stomach,2
2021,Contra Costa,Rectum,40
2021,Contra Costa,Lung,1
2021,Contra Costa,Liver,1
2021,Contra Costa,Prostate,35
2021,Del Norte,Breast,8
2021,Del Norte,Liver,1
2021,Del Norte,Colon,3
2021,El Dorado,Colon,4
2021,El Dorado,Breast,16
2021,El Dorado,Rectum,2
2021,El Dorado,Liver,1
2021,El Dorado,Bladder,1
2021,El Dorado,Colon,9
2021,El Dorado,Prostate,7
2021,El Dorado,Breast,76
2021,Fresno,Colon,27
2021,Fresno,Breast,396
2021,Fresno,Pancreas,2
2021,Fresno,Stomach,6
2021,Fresno,Prostate,2
2021,Fresno,Liver,4
2021,Fresno,Lung,19
2021,Fresno,Rectum,8
2021,Fresno,Esophagus,3
2021,Fresno,Rectum,48
2021,Fresno,Lung,24
2021,Fresno,Stomach,4
2021,Fresno,Colon,54
2021,Fresno,Brain,47
2021,Fresno,Liver,3
2021,Fresno,Pancreas,6
2021,Fresno,Esophagus,3
2021,Fresno,Prostate,3
2021,Fresno,Breast,46
2021,Fresno,Rectum,30
2021,Fresno,Breast,254
2021,Fresno,Prostate,24
2021,Fresno,Lung,21
2021,Fresno,Stomach,9
2021,Fresno,Pancreas,6
2021,Fresno,Colon,57
2021,Fresno,Liver,11
2021,Fresno,Colon,23
2021,Fresno,Rectum,1
2021,Fresno,Breast,155
2021,Fresno,Liver,1
2021,Fresno,Brain,2
2021,Humboldt,Rectum,1
2021,Humboldt,Colon,4
2021,Humboldt,Lung,1
2021,Humboldt,Breast,22
2021,Humboldt,Colon,1
2021,Humboldt,Rectum,3
2021,Humboldt,Rectum,4
2021,Humboldt,Liver,1
2021,Humboldt,Bladder,1
2021,Humboldt,Esophagus,2
2021,Humboldt,Lung,10
2021,Humboldt,Colon,12
2021,Humboldt,Breast,57
2021,Humboldt,Stomach,1
2021,Humboldt,Prostate,7
2021,Imperial,Stomach,1
2021,Imperial,Colon,16
2021,Imperial,Prostate,15
2021,Imperial,Liver,1
2021,Imperial,Breast,11
2021,Imperial,Rectum,6
2021,Imperial,Stomach,1
2021,Imperial,Rectum,1
2021,Imperial,Colon,6
2021,Imperial,Breast,13
2021,Inyo,Rectum,1
2021,Inyo,Prostate,3
2021,Inyo,Breast,7
2021,Kern,Breast,6
2021,Kern,Colon,5
2021,Kern,Stomach,1
2021,Kern,Rectum,5
2021,Kern,Prostate,5
2021,Kern,Stomach,4
2021,Kern,Pancreas,1
2021,Kern,Liver,2
2021,Kern,Brain,10
2021,Kern,Bladder,1
2021,Kern,Lung,11
2021,Kern,Colon,32
2021,Kern,Breast,34
2021,Kern,Colon,4
2021,Kern,Prostate,11
2021,Kern,Bladder,1
2021,Kern,Brain,1
