Year,County,Surgery,# of Cases (ICD 10)
2014,Los Angeles,Breast,32
2014,Los Angeles,Rectum,2
2014,Los Angeles,Breast,19
2014,Los Angeles,Colon,3
2014,Los Angeles,Stomach,1
2014,Los Angeles,Prostate,1
2014,Los Angeles,Brain,1
2014,Los Angeles,Lung,1
2014,Los Angeles,Lung,17
2014,Los Angeles,Rectum,11
2014,Los Angeles,Stomach,6
2014,Los Angeles,Prostate,5
2014,Los Angeles,Brain,5
2014,Los Angeles,Breast,57
2014,Los Angeles,Colon,24
2014,Los Angeles,Brain,11
2014,Los Angeles,Breast,74
2014,Los Angeles,Colon,37
2014,Los Angeles,Prostate,11
2014,Los Angeles,Rectum,8
2014,Los Angeles,Liver,1
2014,Los Angeles,Lung,7
2014,Los Angeles,Pancreas,4
2014,Los Angeles,Stomach,5
2014,Los Angeles,Bladder,3
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Colon,1
2014,Los Angeles,Breast,1
2014,Los Angeles,Colon,3
2014,Los Angeles,Breast,1
2014,Los Angeles,Breast,1
2014,Los Angeles,Pancreas,1
2014,Los Angeles,Lung,4
2014,Los Angeles,Rectum,5
2014,Los Angeles,Liver,1
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Colon,21
2014,Los Angeles,Brain,3
2014,Los Angeles,Breast,48
2014,Los Angeles,Stomach,13
2014,Los Angeles,Liver,2
2014,Los Angeles,Colon,40
2014,Los Angeles,Rectum,6
2014,Los Angeles,Stomach,6
2014,Los Angeles,Prostate,28
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Lung,15
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Breast,94
2014,Los Angeles,Bladder,1
2014,Los Angeles,Brain,8
2014,Los Angeles,Stomach,11
2014,Los Angeles,Rectum,6
2014,Los Angeles,Prostate,2
2014,Los Angeles,Pancreas,4
2014,Los Angeles,Lung,5
2014,Los Angeles,Colon,20
2014,Los Angeles,Liver,15
2014,Los Angeles,Brain,6
2014,Los Angeles,Breast,21
2014,Los Angeles,Stomach,21
2014,Los Angeles,Rectum,31
2014,Los Angeles,Lung,32
2014,Los Angeles,Liver,17
2014,Los Angeles,Pancreas,13
2014,Los Angeles,Esophagus,5
2014,Los Angeles,Colon,69
2014,Los Angeles,Brain,19
2014,Los Angeles,Prostate,142
2014,Los Angeles,Breast,99
2014,Los Angeles,Bladder,8
2014,Los Angeles,Rectum,3
2014,Los Angeles,Colon,11
2014,Los Angeles,Brain,3
2014,Los Angeles,Breast,52
2014,Los Angeles,Lung,10
2014,Los Angeles,Pancreas,1
2014,Los Angeles,Liver,3
2014,Los Angeles,Stomach,6
2014,Los Angeles,Rectum,24
2014,Los Angeles,Prostate,74
2014,Los Angeles,Lung,50
2014,Los Angeles,Esophagus,5
2014,Los Angeles,Colon,84
2014,Los Angeles,Breast,69
2014,Los Angeles,Bladder,17
2014,Los Angeles,Brain,6
2014,Los Angeles,Stomach,16
2014,Los Angeles,Rectum,26
2014,Los Angeles,Prostate,52
2014,Los Angeles,Pancreas,16
2014,Los Angeles,Lung,42
2014,Los Angeles,Liver,83
2014,Los Angeles,Esophagus,9
2014,Los Angeles,Colon,48
2014,Los Angeles,Breast,226
2014,Los Angeles,Brain,50
2014,Los Angeles,Bladder,20
2014,Los Angeles,Liver,3
2014,Los Angeles,Breast,267
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Pancreas,6
2014,Los Angeles,Prostate,5
2014,Los Angeles,Rectum,7
2014,Los Angeles,Colon,48
2014,Los Angeles,Stomach,9
2014,Los Angeles,Stomach,17
2014,Los Angeles,Rectum,6
2014,Los Angeles,Prostate,2
2014,Los Angeles,Colon,37
2014,Los Angeles,Lung,47
2014,Los Angeles,Liver,2
2014,Los Angeles,Esophagus,2
2014,Los Angeles,Breast,162
2014,Los Angeles,Bladder,1
2014,Los Angeles,Pancreas,10
2014,Los Angeles,Stomach,12
2014,Los Angeles,Prostate,239
2014,Los Angeles,Pancreas,6
2014,Los Angeles,Lung,8
2014,Los Angeles,Colon,39
2014,Los Angeles,Breast,196
2014,Los Angeles,Bladder,1
2014,Los Angeles,Liver,6
2014,Los Angeles,Rectum,9
2014,Los Angeles,Lung,10
2014,Los Angeles,Liver,15
2014,Los Angeles,Colon,33
2014,Los Angeles,Breast,134
2014,Los Angeles,Stomach,5
2014,Los Angeles,Rectum,5
2014,Los Angeles,Pancreas,11
2014,Los Angeles,Bladder,1
2014,Los Angeles,Prostate,33
2014,Los Angeles,Brain,2
2014,Los Angeles,Breast,1
2014,Los Angeles,Colon,1
2014,Los Angeles,Stomach,1
2014,Los Angeles,Rectum,5
2014,Los Angeles,Prostate,1
2014,Los Angeles,Lung,6
2014,Los Angeles,Colon,12
2014,Los Angeles,Breast,32
2014,Los Angeles,Rectum,12
2014,Los Angeles,Prostate,2
2014,Los Angeles,Lung,4
2014,Los Angeles,Breast,105
2014,Los Angeles,Brain,3
2014,Los Angeles,Bladder,2
2014,Los Angeles,Stomach,3
2014,Los Angeles,Colon,31
2014,Los Angeles,Liver,1
2014,Los Angeles,Lung,1
2014,Los Angeles,Rectum,1
2014,Los Angeles,Colon,6
2014,Los Angeles,Breast,6
2014,Los Angeles,Rectum,26
2014,Los Angeles,Brain,2
2014,Los Angeles,Breast,39
2014,Los Angeles,Stomach,5
2014,Los Angeles,Colon,38
2014,Los Angeles,Lung,18
2014,Los Angeles,Breast,5
2014,Los Angeles,Stomach,1
2014,Los Angeles,Prostate,18
2014,Los Angeles,Lung,2
2014,Los Angeles,Colon,6
2014,Los Angeles,Bladder,1
2014,Los Angeles,Stomach,3
2014,Los Angeles,Rectum,22
2014,Los Angeles,Prostate,14
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Lung,48
2014,Los Angeles,Liver,4
2014,Los Angeles,Colon,51
2014,Los Angeles,Breast,239
2014,Los Angeles,Brain,26
2014,Los Angeles,Rectum,10
2014,Los Angeles,Stomach,1
2014,Los Angeles,Lung,5
2014,Los Angeles,Colon,41
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Breast,60
2014,Los Angeles,Brain,6
2014,Los Angeles,Bladder,1
2014,Los Angeles,Breast,10
2014,Los Angeles,Stomach,1
2014,Los Angeles,Rectum,3
2014,Los Angeles,Prostate,3
2014,Los Angeles,Lung,1
2014,Los Angeles,Colon,5
2014,Los Angeles,Lung,1
2014,Los Angeles,Colon,11
2014,Los Angeles,Breast,33
2014,Los Angeles,Rectum,3
2014,Los Angeles,Stomach,2
2014,Los Angeles,Breast,662
2014,Los Angeles,Colon,131
2014,Los Angeles,Stomach,30
2014,Los Angeles,Rectum,59
2014,Los Angeles,Prostate,152
2014,Los Angeles,Pancreas,34
2014,Los Angeles,Lung,198
2014,Los Angeles,Liver,58
2014,Los Angeles,Esophagus,11
2014,Los Angeles,Brain,119
2014,Los Angeles,Bladder,21
2014,Los Angeles,Stomach,3
2014,Los Angeles,Rectum,5
2014,Los Angeles,Prostate,20
2014,Los Angeles,Pancreas,4
2014,Los Angeles,Lung,7
2014,Los Angeles,Liver,1
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Breast,30
2014,Los Angeles,Brain,8
2014,Los Angeles,Colon,20
2014,Los Angeles,Colon,3
2014,Los Angeles,Breast,1
2014,Los Angeles,Colon,3
2014,Los Angeles,Stomach,1
2014,Los Angeles,Stomach,7
2014,Los Angeles,Rectum,13
2014,Los Angeles,Prostate,18
2014,Los Angeles,Pancreas,4
2014,Los Angeles,Brain,14
2014,Los Angeles,Breast,157
2014,Los Angeles,Colon,52
2014,Los Angeles,Bladder,1
2014,Los Angeles,Lung,9
2014,Los Angeles,Stomach,8
2014,Los Angeles,Rectum,16
2014,Los Angeles,Prostate,22
2014,Los Angeles,Pancreas,1
2014,Los Angeles,Lung,21
2014,Los Angeles,Liver,4
2014,Los Angeles,Colon,46
2014,Los Angeles,Breast,157
2014,Los Angeles,Brain,8
2014,Los Angeles,Bladder,6
2014,Los Angeles,Colon,18
2014,Los Angeles,Lung,4
2014,Los Angeles,Brain,10
2014,Los Angeles,Prostate,93
2014,Los Angeles,Stomach,2
2014,Los Angeles,Breast,34
2014,Los Angeles,Rectum,4
2014,Los Angeles,Colon,3
2014,Los Angeles,Breast,1
2014,Los Angeles,Colon,8
2014,Los Angeles,Rectum,2
2014,Los Angeles,Lung,1
2014,Los Angeles,Rectum,2
2014,Los Angeles,Stomach,1
2014,Los Angeles,Prostate,1
2014,Los Angeles,Lung,4
2014,Los Angeles,Colon,7
2014,Los Angeles,Breast,15
2014,Los Angeles,Brain,2
2014,Los Angeles,Bladder,1
2014,Los Angeles,Rectum,4
2014,Los Angeles,Prostate,66
2014,Los Angeles,Liver,1
2014,Los Angeles,Breast,146
2014,Los Angeles,Brain,5
2014,Los Angeles,Bladder,5
2014,Los Angeles,Stomach,12
2014,Los Angeles,Colon,31
2014,Los Angeles,Breast,1
2014,Los Angeles,Stomach,2
2014,Los Angeles,Colon,3
2014,Los Angeles,Rectum,1
2014,Los Angeles,Colon,2
2014,Los Angeles,Breast,2
2014,Los Angeles,Pancreas,1
2014,Los Angeles,Rectum,2
2014,Los Angeles,Lung,1
2014,Los Angeles,Colon,7
2014,Los Angeles,Breast,44
2014,Los Angeles,Brain,6
2014,Los Angeles,Bladder,1
2014,Los Angeles,Lung,24
2014,Los Angeles,Stomach,10
2014,Los Angeles,Prostate,16
2014,Los Angeles,Rectum,9
2014,Los Angeles,Pancreas,9
2014,Los Angeles,Liver,18
2014,Los Angeles,Esophagus,2
2014,Los Angeles,Colon,54
2014,Los Angeles,Breast,160
2014,Los Angeles,Brain,63
2014,Los Angeles,Bladder,3
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Prostate,37
2014,Los Angeles,Esophagus,3
2014,Los Angeles,Liver,3
2014,Los Angeles,Lung,25
2014,Los Angeles,Colon,38
2014,Los Angeles,Breast,164
2014,Los Angeles,Stomach,5
2014,Los Angeles,Brain,21
2014,Los Angeles,Bladder,5
2014,Los Angeles,Rectum,19
2014,Los Angeles,Pancreas,8
2014,Los Angeles,Stomach,26
2014,Los Angeles,Rectum,11
2014,Los Angeles,Prostate,2
2014,Los Angeles,Lung,8
2014,Los Angeles,Liver,2
2014,Los Angeles,Colon,39
2014,Los Angeles,Breast,17
2014,Los Angeles,Brain,12
2014,Los Angeles,Stomach,1
2014,Los Angeles,Rectum,1
2014,Los Angeles,Colon,2
2014,Los Angeles,Colon,2
2014,Los Angeles,Breast,2
2014,Los Angeles,Stomach,22
2014,Los Angeles,Rectum,33
2014,Los Angeles,Prostate,93
2014,Los Angeles,Pancreas,58
2014,Los Angeles,Lung,73
2014,Los Angeles,Liver,47
2014,Los Angeles,Esophagus,12
2014,Los Angeles,Colon,56
2014,Los Angeles,Breast,174
2014,Los Angeles,Brain,132
2014,Los Angeles,Bladder,32
2014,Los Angeles,Stomach,2
2014,Los Angeles,Rectum,10
2014,Los Angeles,Pancreas,5
2014,Los Angeles,Lung,1
2014,Los Angeles,Colon,16
2014,Los Angeles,Breast,86
2014,Los Angeles,Brain,1
2014,Los Angeles,Bladder,2
2014,Los Angeles,Liver,6
2014,Los Angeles,Rectum,4
2014,Los Angeles,Prostate,4
2014,Los Angeles,Lung,1
2014,Los Angeles,Colon,8
2014,Los Angeles,Brain,1
2014,Los Angeles,Breast,27
2014,Los Angeles,Rectum,7
2014,Los Angeles,Lung,7
2014,Los Angeles,Colon,24
2014,Los Angeles,Breast,50
2014,Los Angeles,Brain,6
2014,Los Angeles,Rectum,3
2014,Los Angeles,Stomach,8
2014,Los Angeles,Prostate,1
2014,Los Angeles,Lung,2
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Colon,24
2014,Los Angeles,Breast,79
2014,Los Angeles,Brain,11
2014,Los Angeles,Stomach,3
2014,Los Angeles,Rectum,5
2014,Los Angeles,Colon,7
2014,Los Angeles,Breast,16
2014,Los Angeles,Lung,4
2014,Los Angeles,Colon,12
2014,Los Angeles,Breast,22
2014,Los Angeles,Rectum,4
2014,Los Angeles,Brain,4
2014,Los Angeles,Pancreas,5
2014,Los Angeles,Rectum,18
2014,Los Angeles,Prostate,25
2014,Los Angeles,Liver,2
2014,Los Angeles,Esophagus,1
2014,Los Angeles,Colon,42
2014,Los Angeles,Breast,109
2014,Los Angeles,Brain,14
2014,Los Angeles,Bladder,3
2014,Los Angeles,Stomach,6
2014,Los Angeles,Lung,8
2014,Los Angeles,Stomach,19
2014,Los Angeles,Rectum,21
2014,Los Angeles,Prostate,28
2014,Los Angeles,Pancreas,8
2014,Los Angeles,Lung,9
2014,Los Angeles,Liver,18
2014,Los Angeles,Esophagus,2
2014,Los Angeles,Bladder,10
2014,Los Angeles,Brain,33
2014,Los Angeles,Breast,131
2014,Los Angeles,Colon,45
2014,Los Angeles,Stomach,17
2014,Los Angeles,Rectum,14
2014,Los Angeles,Prostate,10
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Lung,4
2014,Los Angeles,Esophagus,2
2014,Los Angeles,Bladder,3
2014,Los Angeles,Breast,104
2014,Los Angeles,Colon,36
2014,Los Angeles,Liver,6
2014,Los Angeles,Pancreas,2
2014,Los Angeles,Stomach,7
2014,Los Angeles,Rectum,15
2014,Los Angeles,Prostate,9
2014,Los Angeles,Colon,41
2014,Los Angeles,Liver,4
2014,Los Angeles,Breast,233
2014,Los Angeles,Bladder,9
2014,Los Angeles,Lung,34
2014,Los Angeles,Prostate,304
2014,Los Angeles,Rectum,27
2014,Los Angeles,Pancreas,41
2014,Los Angeles,Liver,116
2014,Los Angeles,Esophagus,45
2014,Los Angeles,Stomach,27
2014,Los Angeles,Colon,27
2014,Los Angeles,Breast,98
2014,Los Angeles,Brain,65
2014,Los Angeles,Bladder,153
2014,Los Angeles,Prostate,2
2014,Los Angeles,Stomach,7
2014,Los Angeles,Colon,68
2014,Los Angeles,Rectum,17
2014,Los Angeles,Breast,237
2014,Los Angeles,Bladder,4
2014,Los Angeles,Stomach,4
2014,Los Angeles,Rectum,4
2014,Los Angeles,Prostate,195
2014,Los Angeles,Pancreas,3
2014,Los Angeles,Lung,19
2014,Los Angeles,Esophagus,2
2014,Los Angeles,Breast,245
2014,Los Angeles,Bladder,2
2014,Los Angeles,Colon,63
2014,Los Angeles,Colon,16
2014,Los Angeles,Rectum,1
2014,Los Angeles,Stomach,2
2014,Los Angeles,Prostate,4
2014,Los Angeles,Breast,3
2014,Los Angeles,Brain,10
2014,Madera,Rectum,4
2014,Madera,Colon,11
2014,Madera,Breast,16
2014,Marin,Breast,157
2014,Marin,Bladder,2
2014,Marin,Colon,41
2014,Marin,Liver,1
2014,Marin,Bladder,7
2014,Marin,Prostate,25
2014,Marin,Pancreas,4
2014,Marin,Colon,21
2014,Marin,Lung,8
2014,Marin,Brain,12
2014,Marin,Rectum,3
2014,Marin,Breast,138
2014,Marin,Prostate,1
2014,Marin,Breast,6
2014,Marin,Colon,3
2014,Mendocino,Rectum,1
2014,Mendocino,Colon,3
2014,Mendocino,Breast,4
2014,Mendocino,Colon,1
2014,Mendocino,Rectum,2
2014,Mendocino,Lung,3
2014,Mendocino,Colon,9
2014,Mendocino,Breast,94
2014,Merced,Breast,5
2014,Merced,Rectum,2
2014,Merced,Prostate,7
2014,Merced,Colon,23
2014,Merced,Breast,28
2014,Mono,Prostate,3
2014,Monterey,Stomach,4
2014,Monterey,Rectum,14
2014,Monterey,Prostate,1
2014,Monterey,Pancreas,7
2014,Monterey,Lung,28
2014,Monterey,Esophagus,2
2014,Monterey,Colon,22
2014,Monterey,Breast,84
2014,Monterey,Brain,9
2014,Monterey,Stomach,3
2014,Monterey,Rectum,5
2014,Monterey,Prostate,3
2014,Monterey,Pancreas,1
2014,Monterey,Lung,3
2014,Monterey,Colon,23
2014,Monterey,Breast,84
2014,Monterey,Brain,13
2014,Monterey,Rectum,3
2014,Monterey,Colon,7
2014,Monterey,Breast,14
2014,Napa,Stomach,1
2014,Napa,Rectum,5
2014,Napa,Prostate,16
2014,Napa,Lung,8
2014,Napa,Esophagus,1
2014,Napa,Colon,11
2014,Napa,Breast,44
2014,Napa,Brain,2
2014,Napa,Bladder,4
2014,Napa,Stomach,1
2014,Napa,Rectum,4
2014,Napa,Pancreas,1
2014,Napa,Esophagus,1
2014,Napa,Breast,17
2014,Napa,Colon,7
2014,Napa,Lung,18
2014,Nevada,Rectum,5
2014,Nevada,Prostate,1
2014,Nevada,Lung,4
2014,Nevada,Colon,12
2014,Nevada,Breast,47
2014,Nevada,Rectum,1
2014,Nevada,Colon,6
2014,Nevada,Breast,18
2014,Orange,Lung,21
2014,Orange,Liver,30
2014,Orange,Colon,46
2014,Orange,Brain,10
2014,Orange,Bladder,4
2014,Orange,Pancreas,26
2014,Orange,Breast,100
2014,Orange,Stomach,11
2014,Orange,Rectum,30
2014,Orange,Prostate,2
2014,Orange,Stomach,4
2014,Orange,Rectum,4
2014,Orange,Prostate,3
2014,Orange,Lung,16
2014,Orange,Esophagus,1
2014,Orange,Colon,27
2014,Orange,Breast,101
2014,Orange,Brain,5
2014,Orange,Bladder,1
2014,Orange,Rectum,2
2014,Orange,Colon,1
2014,Orange,Breast,1
2014,Orange,Stomach,10
2014,Orange,Rectum,28
2014,Orange,Prostate,5
2014,Orange,Pancreas,7
2014,Orange,Lung,23
2014,Orange,Liver,13
2014,Orange,Esophagus,1
2014,Orange,Colon,43
2014,Orange,Breast,90
2014,Orange,Brain,10
2014,Orange,Bladder,4
2014,Orange,Rectum,1
2014,Orange,Colon,5
2014,Orange,Breast,3
2014,Orange,Stomach,6
2014,Orange,Rectum,29
2014,Orange,Prostate,160
2014,Orange,Pancreas,27
2014,Orange,Colon,95
2014,Orange,Breast,559
2014,Orange,Brain,72
2014,Orange,Lung,69
2014,Orange,Bladder,5
2014,Orange,Liver,17
2014,Orange,Esophagus,12
2014,Orange,Colon,2
2014,Orange,Stomach,1
2014,Orange,Colon,4
2014,Orange,Breast,2
2014,Orange,Rectum,5
2014,Orange,Prostate,26
2014,Orange,Pancreas,1
2014,Orange,Lung,3
2014,Orange,Liver,1
2014,Orange,Colon,18
2014,Orange,Breast,109
2014,Orange,Brain,8
2014,Orange,Stomach,4
2014,Orange,Rectum,1
2014,Orange,Prostate,1
2014,Orange,Colon,3
2014,Orange,Breast,26
2014,Orange,Stomach,3
2014,Orange,Prostate,20
2014,Orange,Pancreas,3
2014,Orange,Lung,32
2014,Orange,Esophagus,2
2014,Orange,Colon,28
2014,Orange,Breast,45
2014,Orange,Brain,20
2014,Orange,Bladder,1
2014,Orange,Rectum,6
2014,Orange,Stomach,24
2014,Orange,Rectum,37
2014,Orange,Prostate,43
2014,Orange,Lung,19
2014,Orange,Liver,17
2014,Orange,Esophagus,8
2014,Orange,Breast,146
2014,Orange,Brain,94
2014,Orange,Bladder,2
2014,Orange,Pancreas,42
2014,Orange,Colon,48
2014,Orange,Stomach,1
2014,Orange,Rectum,2
2014,Orange,Colon,5
2014,Orange,Breast,3
2014,Orange,Brain,1
2014,Orange,Rectum,3
2014,Orange,Prostate,3
2014,Orange,Colon,15
2014,Orange,Breast,36
2014,Orange,Stomach,3
2014,Orange,Rectum,1
2014,Orange,Prostate,36
2014,Orange,Lung,27
2014,Orange,Esophagus,1
2014,Orange,Colon,41
2014,Orange,Breast,127
2014,Orange,Brain,5
2014,Orange,Bladder,2
2014,Orange,Rectum,2
2014,Orange,Colon,4
2014,Orange,Breast,9
2014,Orange,Stomach,8
2014,Orange,Rectum,25
2014,Orange,Prostate,55
2014,Orange,Pancreas,9
2014,Orange,Lung,42
2014,Orange,Liver,14
2014,Orange,Esophagus,2
2014,Orange,Colon,61
2014,Orange,Breast,241
2014,Orange,Brain,34
2014,Orange,Bladder,1
2014,Orange,Stomach,6
2014,Orange,Rectum,18
2014,Orange,Prostate,51
2014,Orange,Pancreas,1
2014,Orange,Lung,19
2014,Orange,Colon,52
2014,Orange,Breast,179
2014,Orange,Brain,21
2014,Orange,Bladder,3
2014,Orange,Stomach,2
2014,Orange,Colon,7
2014,Orange,Stomach,1
2014,Orange,Prostate,1
2014,Orange,Lung,1
2014,Orange,Colon,11
2014,Orange,Breast,31
2014,Orange,Brain,7
2014,Orange,Stomach,19
2014,Orange,Rectum,22
2014,Orange,Prostate,19
2014,Orange,Pancreas,9
2014,Orange,Lung,39
2014,Orange,Liver,8
2014,Orange,Esophagus,5
2014,Orange,Colon,68
2014,Orange,Breast,435
2014,Orange,Brain,27
2014,Orange,Bladder,7
2014,Placer,Stomach,1
2014,Placer,Rectum,2
2014,Placer,Colon,17
2014,Placer,Breast,36
2014,Placer,Stomach,1
2014,Placer,Prostate,62
2014,Placer,Pancreas,3
2014,Placer,Lung,26
2014,Placer,Esophagus,1
2014,Placer,Colon,43
2014,Placer,Breast,200
2014,Placer,Brain,14
2014,Placer,Bladder,3
2014,Placer,Rectum,13
2014,Placer,Stomach,3
2014,Placer,Rectum,20
2014,Placer,Prostate,3
2014,Placer,Lung,42
2014,Placer,Liver,1
2014,Placer,Esophagus,7
2014,Placer,Colon,57
2014,Placer,Breast,333
2014,Placer,Bladder,5
2014,Plumas,Colon,2
2014,Plumas,Breast,1
2014,Plumas,Breast,1
2014,Riverside,Stomach,1
2014,Riverside,Rectum,3
2014,Riverside,Colon,9
2014,Riverside,Breast,37
2014,Riverside,Stomach,8
2014,Riverside,Rectum,22
2014,Riverside,Pancreas,2
2014,Riverside,Lung,39
2014,Riverside,Esophagus,2
2014,Riverside,Colon,30
2014,Riverside,Breast,105
2014,Riverside,Brain,23
2014,Riverside,Stomach,3
2014,Riverside,Rectum,30
2014,Riverside,Prostate,62
2014,Riverside,Lung,59
2014,Riverside,Esophagus,1
2014,Riverside,Colon,85
2014,Riverside,Breast,132
2014,Riverside,Brain,16
2014,Riverside,Stomach,1
2014,Riverside,Rectum,4
2014,Riverside,Prostate,23
2014,Riverside,Colon,27
2014,Riverside,Breast,40
2014,Riverside,Bladder,1
2014,Riverside,Rectum,1
2014,Riverside,Lung,1
2014,Riverside,Colon,8
2014,Riverside,Breast,27
2014,Riverside,Rectum,1
2014,Riverside,Prostate,1
2014,Riverside,Colon,4
2014,Riverside,Breast,2
2014,Riverside,Rectum,4
2014,Riverside,Colon,13
2014,Riverside,Breast,65
2014,Riverside,Bladder,1
2014,Riverside,Prostate,9
2014,Riverside,Rectum,17
2014,Riverside,Prostate,28
2014,Riverside,Pancreas,4
2014,Riverside,Liver,3
2014,Riverside,Esophagus,1
2014,Riverside,Colon,64
2014,Riverside,Breast,134
2014,Riverside,Brain,4
2014,Riverside,Bladder,4
2014,Riverside,Stomach,6
2014,Riverside,Lung,25
2014,Riverside,Rectum,1
2014,Riverside,Colon,5
2014,Riverside,Breast,11
2014,Riverside,Rectum,2
2014,Riverside,Colon,9
2014,Riverside,Breast,24
2014,Riverside,Stomach,4
2014,Riverside,Rectum,16
2014,Riverside,Prostate,2
2014,Riverside,Pancreas,5
2014,Riverside,Lung,27
2014,Riverside,Liver,6
2014,Riverside,Esophagus,6
2014,Riverside,Colon,56
2014,Riverside,Breast,181
2014,Riverside,Bladder,2
2014,Riverside,Colon,9
2014,Riverside,Breast,19
2014,Riverside,Rectum,13
2014,Riverside,Prostate,30
2014,Riverside,Pancreas,2
2014,Riverside,Esophagus,1
2014,Riverside,Breast,54
2014,Riverside,Brain,24
2014,Riverside,Bladder,5
2014,Riverside,Colon,33
2014,Riverside,Stomach,5
2014,Riverside,Rectum,8
2014,Riverside,Prostate,4
2014,Riverside,Lung,4
2014,Riverside,Liver,5
2014,Riverside,Colon,18
2014,Riverside,Breast,46
2014,Riverside,Brain,7
2014,Riverside,Bladder,3
2014,Riverside,Rectum,1
2014,Riverside,Pancreas,1
2014,Riverside,Lung,1
2014,Riverside,Colon,3
2014,Riverside,Breast,10
2014,Riverside,Stomach,2
2014,Riverside,Rectum,6
2014,Riverside,Prostate,1
2014,Riverside,Lung,17
2014,Riverside,Colon,20
2014,Riverside,Breast,83
2014,Riverside,Brain,10
2014,Sacramento,Stomach,7
2014,Sacramento,Rectum,8
2014,Sacramento,Pancreas,5
2014,Sacramento,Lung,20
2014,Sacramento,Liver,10
2014,Sacramento,Colon,51
2014,Sacramento,Breast,180
2014,Sacramento,Brain,67
2014,Sacramento,Bladder,6
2014,Sacramento,Stomach,5
2014,Sacramento,Rectum,15
2014,Sacramento,Prostate,5
2014,Sacramento,Lung,2
2014,Sacramento,Liver,1
2014,Sacramento,Colon,42
2014,Sacramento,Breast,148
2014,Sacramento,Brain,20
2014,Sacramento,Bladder,2
2014,Sacramento,Pancreas,1
2014,Sacramento,Stomach,5
2014,Sacramento,Rectum,6
2014,Sacramento,Prostate,51
2014,Sacramento,Lung,31
2014,Sacramento,Liver,1
2014,Sacramento,Esophagus,2
2014,Sacramento,Colon,29
2014,Sacramento,Breast,68
2014,Sacramento,Brain,31
2014,Sacramento,Stomach,2
2014,Sacramento,Rectum,4
2014,Sacramento,Pancreas,1
2014,Sacramento,Colon,18
2014,Sacramento,Breast,126
2014,Sacramento,Rectum,16
2014,Sacramento,Prostate,75
2014,Sacramento,Pancreas,22
2014,Sacramento,Liver,15
2014,Sacramento,Esophagus,15
2014,Sacramento,Colon,23
2014,Sacramento,Breast,202
2014,Sacramento,Brain,45
2014,Sacramento,Bladder,28
2014,Sacramento,Lung,50
2014,Sacramento,Stomach,8
2014,Sacramento,Stomach,9
2014,Sacramento,Rectum,13
2014,Sacramento,Prostate,56
2014,Sacramento,Pancreas,10
2014,Sacramento,Lung,13
2014,Sacramento,Liver,14
2014,Sacramento,Esophagus,4
2014,Sacramento,Colon,60
2014,Sacramento,Breast,308
2014,Sacramento,Brain,34
2014,Sacramento,Lung,10
2014,Sacramento,Colon,4
2014,Sacramento,Brain,20
2014,Sacramento,Stomach,4
2014,Sacramento,Rectum,21
2014,Sacramento,Prostate,136
2014,Sacramento,Lung,21
2014,Sacramento,Liver,10
2014,Sacramento,Esophagus,3
2014,Sacramento,Colon,52
2014,Sacramento,Breast,227
2014,Sacramento,Bladder,19
2014,Sacramento,Rectum,2
2014,Sacramento,Prostate,51
2014,Sacramento,Colon,14
2014,Sacramento,Breast,40
2014,Sacramento,Bladder,2
2014,San Benito,Colon,8
2014,San Benito,Breast,14
2014,San Bernardino,Prostate,1
2014,San Bernardino,Colon,7
2014,San Bernardino,Breast,4
2014,San Bernardino,Liver,1
2014,San Bernardino,Colon,4
2014,San Bernardino,Breast,13
2014,San Bernardino,Stomach,7
2014,San Bernardino,Lung,44
2014,San Bernardino,Rectum,27
2014,San Bernardino,Prostate,133
2014,San Bernardino,Pancreas,4
2014,San Bernardino,Liver,2
2014,San Bernardino,Esophagus,8
2014,San Bernardino,Colon,92
2014,San Bernardino,Breast,440
2014,San Bernardino,Brain,40
2014,San Bernardino,Bladder,13
2014,San Bernardino,Pancreas,13
2014,San Bernardino,Stomach,7
2014,San Bernardino,Rectum,24
2014,San Bernardino,Prostate,72
2014,San Bernardino,Lung,28
2014,San Bernardino,Liver,14
2014,San Bernardino,Esophagus,5
2014,San Bernardino,Colon,41
2014,San Bernardino,Breast,143
2014,San Bernardino,Brain,30
2014,San Bernardino,Bladder,24
2014,San Bernardino,Stomach,4
2014,San Bernardino,Rectum,5
2014,San Bernardino,Lung,6
2014,San Bernardino,Colon,42
2014,San Bernardino,Breast,119
2014,San Bernardino,Prostate,27
2014,San Bernardino,Brain,5
2014,San Bernardino,Bladder,9
2014,San Bernardino,Stomach,3
2014,San Bernardino,Rectum,8
2014,San Bernardino,Pancreas,1
2014,San Bernardino,Lung,13
2014,San Bernardino,Colon,34
2014,San Bernardino,Brain,11
2014,San Bernardino,Breast,128
2014,San Bernardino,Prostate,20
2014,San Bernardino,Rectum,5
2014,San Bernardino,Liver,1
